NatEmis	Datayear	Province	ProvinceCD	Official_Institution_Name	Status	Sector	Type_DoE	Phase_PED	Specialisation	Full Service School	EIDistrict	EICircuit	Owner_Land	Owner_Buildings	ExDept	Persal_PaypointNo	Persal_ComponentNo	ExamNo	ExamCentre	GIS_Longitude	GIS_Latitude	DMunName	LMunName	Ward_ID	SP_Code	SP_Name	Addressee	Township_Village	Suburb	Town_City	StreetAddress	PostalAddress	Telephone	Section21	Section21_Function	Quintile	NAS	NodalArea	Registration_Date	NoFeeSchool	Urban_Rural	Allocation	DemarcationFrom	DemarcationTo	OldNATEMIS	NewNATEMIS	Learners2024	Educators2024
100000640	2024	WC	1	TATE INTERNATIONAL SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.64461	-33.838416	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100112	99	UNKNOWN	L PUREN	Durbanvill	DURBANVILLE	CITY OF CAPE TOWN	21 SOMERSET CRESCENT           DURBANVILLE                                                   7550	21 SOMERSET CRESCENT           DURBANVILLE                    UNKNOWN                        7550	824556433	NO	99	N/A	99	99	20180718	Fee Charging	URBAN	0	WC	Not Moved	100000640	100000640	49	12
100000642	2024	WC	1	VUURVLIEGIE AKADEMIE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	22.587163	-32.350888	CENTRAL KAROO	BEAUFORT WEST	10503004	99	UNKNOWN	S VAN WYK	Middedorp	BEAUFORT WEST	BEAUFORT WEST	GOODRICK STREET                BEAUFORT WEST                                                 6970	GOODRICK STREET                BEAUFORT WEST                  UNKNOWN                        6970	848034630	NO	99	N/A	99	99	20180710	Fee Charging	RURAL	0	WC	Not Moved	100000642	100000642	248	7
100000643	2024	WC	1	LAKESIDE EDUCATION ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO SOUTH	4	UNKNOWN	UNKNOWN	WCE	99		1009992	LAKESIDE EDUCATION ACADEMY	18.456815	-34.085994	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100064	99	UNKNOWN	L STERRENBERG	Lakeside	LAKESIDE	CITY OF CAPE TOWN	LAKESIDE CENTRE                MAIN SERVICE ROAD              LAKESIDE                       7945	MAIN ROAD                      LAKESIDE                       UNKNOWN                        7945	217888196	NO	99	N/A	99	99	20180802	Fee Charging	URBAN	0	WC	Not Moved	100000643	100000643	102	14
100000646	2024	WC	1	2 OCEANS EDUCATION OPERATIONS COMPANY (	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO SOUTH	3	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.489493	-34.059394	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100067	99	UNKNOWN	Y SALIE	Grassy Par	GRASSY PARK	CITY OF CAPE TOWN	CNR OF 8TH AVENUE &            PRINCE GEORGE DRIVE            GRASSY PARK                    7945	CNR OF 8TH AVENUE &            PRINCE GEORGE DRIVE            UNKNOWN                        7945	216977020	NO	99	N/A	99	99	20180817	Fee Charging	URBAN	0	WC	Not Moved	100000646	100000646	320	23
100000648	2024	WC	1	JONGA STREET SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	EDEN AND CENTRAL KAR	8	UNKNOWN	UNKNOWN	WCE	353108	61130	1003902	JONGA STREET SECONDARY SCHOOL	22.5059393297	-34.0115453295	GARDEN ROUTE	GEORGE	10404021	99	UNKNOWN	M LOUW	George NU	THEMBALETHU	GEORGE	JONGA STREET                   ZONE 6                         THEMBALETHU                    6530	P.O.BOX 3096                   GEORGE INDUSTRIA               GEORGE                         6536	440503686	YES	ABCDE	Q2	99	99	20190101	No Fee	RURAL	1601	WC	Not Moved	100000648	100000648	1559	39
100000650	2024	WC	1	MOLO MHLABA PRIMARY SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	3	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.671393	-34.058935	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100098	99	UNKNOWN	S MAGINI	HARARE/HLO	HARARE	CITY OF CAPE TOWN	NCUMO ROAD                     HARARE SQUARE                  KHAYELITSHA                    7784	9 NKINGA CLOSE                 HARARE SQUARE                  KHAYELITSHA                    7784	99	NO	99	N/A	99	99	20180904	Fee Charging	RURAL	0	WC	Not Moved	100000650	100000650	125	6
100000651	2024	WC	1	CURRO ACADEMY SANDOWN	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	9	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.528122	-33.799464	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100104	99	UNKNOWN	C LE ROUX	Cape Metro	RIVERGATE	CITY OF CAPE TOWN	CNR SANDOWN & DISCOVERY ROAD   RIVERGATE                      PARKLANDS NORTH                7441	CNR SANDOWN & DISCOVERY ROAD   RIVERGATE                      PARKLANDS NORTH                7441	99	NO	99	N/A	99	99	20180927	Fee Charging	RURAL	0	WC	Not Moved	100000651	100000651	558	19
100000653	2024	WC	1	FAIRDALE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	6	UNKNOWN	UNKNOWN	WCE	929142	61131	1002293	FAIRDALE HIGH SCHOOL	18.6723668971	-33.9791413082	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100108	99	UNKNOWN	X.F KEWANA	SILVERSAND	SILVERSANDS	CITY OF CAPE TOWN	59 HOCKENHEIM DRIVE                                                                          7100	59 HOCKENHEIM DRIVE            SILVERSANDS                    UNKNOWN                        7101	210230299	NO	ABDE	Q4	99	99	20190101	No Fee	RURAL	1601	WC	Not Moved	100000653	100000653	1086	34
100000657	2024	WC	1	DELFT HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	4	UNKNOWN	UNKNOWN	WCE	99	61127	1002292	DELFT HIGH SCHOOL	18.6426866706	-33.9624703299	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100013	99	UNKNOWN	NP NYWEBENI	The Hague	DELFT 1 & 2	CITY OF CAPE TOWN	THE HAGUE AVENUE               DELFT                                                         7101	PO BOX 3090                    DELFT                          UNKNOWN                        7101	210232510	NO	ABDE	Q3	99	99	20190101	No Fee	RURAL	1601	WC	Not Moved	100000657	100000657	1467	42
100000659	2024	WC	1	CHRISTEN AKADEMIE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	22.037744	-33.229574	CENTRAL KAROO	PRINCE ALBERT	10502002	99	UNKNOWN	B LUTTIG	Prince Alb	PRINCE ALBERT	PRINCE ALBERT	JAN LOUW STREET                SKOUGRONDE                                                    6930	PO BOX 3                       PRINCE ALBERT                  UNKNOWN                        6930	99	NO	99	N/A	99	99	20181012	Fee Charging	RURAL	0	WC	Not Moved	100000659	100000659	26	3
100000666	2024	WC	1	BOOST ACADEMY CAPE TOWN	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO CENTRAL	2	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.418461	-33.929382	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100115	99	UNKNOWN	S HOOSAIN	Cape Town	GARDENS	CITY OF CAPE TOWN	1 ST JAMES STREET              VREDEHOEK                                                     8001	1  ST    JAMES  STREET         VREDEHOEK                      UNKNOWN                        8001	99	NO	99	N/A	99	99	20190103	Fee Charging	RURAL	0	WC	Not Moved	100000666	100000666	14	4
100000667	2024	WC	1	MITCHELL'S PLAIN HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO SOUTH	2	UNKNOWN	UNKNOWN	WCE	319880	61132	99	N/A	18.6186547449	-34.0550112762	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100079	99	UNKNOWN	A FLORIS	Portland	MITCHELLS PLAIN CBD	CITY OF CAPE TOWN	351 MERRYDALE AVENUE           PORTLAND                       MITCHELL'S PLAIN               7785	351 MERRYDALE AVENUE           PORTLAND                       UNKNOWN                        7785	684035696	NO	ABDE	Q5	99	99	20190201	No Fee	URBAN	1601	WC	Not Moved	100000667	100000667	885	42
100000669	2024	WC	1	GENERATION SCHOOLS - IMHOFF	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO SOUTH	5	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.345907	-34.141758	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100061	99	UNKNOWN	T VENTER	Imhofs Gif	KOMMETJIE	CITY OF CAPE TOWN	62 KOMMETJIE ROAD                                                                            7975	62 KOMMETJIE ROAD              UNKNOWN                        UNKNOWN                        7975	212055922	NO	99	N/A	99	99	20190219	Fee Charging	RURAL	0	WC	Not Moved	100000669	100000669	323	45
100000676	2024	WC	1	RALLIM PREPARATORY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	9	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.48671	-33.784957	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100023	99	UNKNOWN	C MILLAR	Cape Metro	SUNNINGDALE	CITY OF CAPE TOWN	9 DEERHURST DRIVE              SUNNINGDALE                                                   7441	9 DEERHURST DRIVE              SUNNINGDALE                    UNKNOWN                        7441	99	NO	99	N/A	99	99	20190502	Fee Charging	RURAL	0	WC	Not Moved	100000676	100000676	675	58
100000679	2024	WC	1	BEST COLLEGE	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO CENTRAL	10	UNKNOWN	UNKNOWN	WCE	99		1009994	BEST COLLEGE	18.459264	-33.930476	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100057	99	UNKNOWN	MD SOLOMON	Salt River	SALT RIVER	CITY OF CAPE TOWN	20 DURHAM AVENUE               SALT RIVER                                                    7925	20 DURHAM AVENUE               CAPE TOWN                      UNKNOWN                        7925	214470030	NO	99	N/A	99	99	20190808	Fee Charging	RURAL	0	WC	Not Moved	100000679	100000679	125	8
100000684	2024	WC	1	SAVVY COLLEGE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO CENTRAL	8	UNKNOWN	UNKNOWN	WCE	99		1009991	SAVVY COLLEGE	18.521002	-33.983644	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100048	99	UNKNOWN	MN KAMAAR	Penlyn Est	PENLYN ESTATE	CITY OF CAPE TOWN	30 CARLIER CRESCENT            PENLYN ESTATE                                                 7764	30 CARLIER CRESCENT            PENLYN ESTATE                  CAPE TOWN                      7764	99	NO	99	N/A	99	99	20190912	Fee Charging	RURAL	0	WC	Not Moved	100000684	100000684	95	12
100000685	2024	WC	1	THE PEBBLES PROJECT TRUST	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	OVERBERG	3	UNKNOWN	UNKNOWN	WCE	99		99	N/A	19.356177	-34.339107	OVERBERG	THEEWATERSKLOOF	10301004	99	UNKNOWN	S AUGUST	Theewaters	CALEDON	CALEDON/MYDDLETON	BERGPLAAS FARM                 R320                                                          7230	BERGPLAAS FARM                 R320                           UNKNOWN                        7230	280085129	NO	99	N/A	99	99	20190912	Fee Charging	RURAL	0	WC	Not Moved	100000685	100000685	54	10
100000687	2024	WC	1	EDEN SHINE CHRISTIAN SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	8	UNKNOWN	UNKNOWN	WCE	99		99	N/A	22.450742	-34.011489	CENTRAL KAROO	GEORGE	10404014	99	UNKNOWN	L A CUNNINGHAM	Pacaltsdor	PACALTSDORP	GEORGE	7 BEACH DRIVE                  PACALTSDORP                                                   6534	7 BEACH DRIVE                  PACALTSDORP                    UNKNOWN                        6534	99	NO	99	N/A	99	99	20200211	Fee Charging	RURAL	0	WC	Not Moved	100000687	100000687	17	1
100000691	2024	WC	1	MONTESSORI @ HOME INDEPENDENT SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	CAPE WINELANDS	8	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.962473	-33.763679	CAPE WINELANDS	DRAKENSTEIN	10203015	99	UNKNOWN	N GERBER	Southern P	PAARL	PAARL	10 CLIFT STREET                SOUTHERN PAARL                 PAARL                          7646	10 CLIFT STREET                SOUTHERN PAARL                 PAARL                          7646	99	NO	99	N/A	99	99	20191119	Fee Charging	RURAL	0	WC	Not Moved	100000691	100000691	29	6
100000695	2024	WC	1	CURRO FORESHORE	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO CENTRAL	2	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.432483	-33.921377	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100115	99	UNKNOWN	J P LE ROUX	Cape Town	FORESHORE	CITY OF CAPE TOWN	6 JACK CRAIG STREET            FORESHORE                                                     8001	6 JACK CRAIG STREET            UNKNOWN                        UNKNOWN                        8001	99	NO	99	N/A	99	99	20200805	Fee Charging	RURAL	0	WC	Not Moved	100000695	100000695	875	36
100000696	2024	WC	1	KIDS ACADEMY SSW & K-ACADEMY LEARNING C	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	6	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.838145	-34.106836	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100083	99	UNKNOWN	S GRIB	Winston Es	STRAND	CITY OF CAPE TOWN	97 MILLS STREET                STRAND                                                        7139	PO BOX 66                      PRINGLE BAY                    UNKNOWN                        7196	99	NO	99	N/A	99	99	20200803	Fee Charging	RURAL	0	WC	Not Moved	100000696	100000696	134	18
100000699	2024	WC	1	NEW HAVEN ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO EAST	4	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.840362	-34.092901	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100083	99	UNKNOWN	LE VREY	Gants Plaz	GANTS PARK	CITY OF CAPE TOWN	48 MYNHARD STREET              GANTS PARK                     STRAND                         7140	48 MYNHARD STREET              GANTS PARK                     STRAND                         7140	218543779	NO	99	N/A	99	99	20201007	Fee Charging	RURAL	0	WC	Not Moved	100000699	100000699	65	6
100000700	2024	WC	1	LAMBERTS BAY HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	WEST COAST	4	UNKNOWN	UNKNOWN	WCE	470872	61138	1005597	LAMBERTS BAY HIGH SCHOOL	18.312699	-32.091725	WEST COAST	CEDERBERG	10102005	99	UNKNOWN	MQ CARSTEN	Lamberts B	LAMBERTS BAY	LAMBERTS BAY	SCHOOL STREET                                                 LAMBERTS BAY                   8130	POSBUS 146                     UNKNOWN                        LAMBERTS BAY                   8130	278800060	NO	ABDE	Q5	99	99	20210101	Fee Charging	RURAL	1601	WC	Not Moved	100000700	100000700	731	24
100000705	2024	WC	1	CURRO DELFT	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	4	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.643333	-33.975884	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100020	99	UNKNOWN	R BEUKES	Voorbrug	VOORBRUG	CITY OF CAPE TOWN	CNR MAIN ROAD AND EMPORIUM STR VOORBRUG                                                      7102	CNR DELFT MAIN ROAD & EMPORIUM STREET, VOORBRUG DELFT         UNKNOWN                        7100	870877700	NO	99	N/A	99	99	20201013	Fee Charging	RURAL	0	WC	Not Moved	100000705	100000705	1175	45
100000722	2024	WC	1	PEAK ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO SOUTH	6	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.431494	-34.136697	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100064	99	UNKNOWN	U WOLHUTER	Fish Hoek	FISH HOEK	CITY OF CAPE TOWN	72 MAIN ROAD                   FISH HOEK                                                     7975	72 MAIN ROAD                   UNKNOWN                        UNKNOWN                        7975	217820659	NO	99	N/A	99	99	20201112	Fee Charging	RURAL	0	WC	Not Moved	100000722	100000722	84	12
100000724	2024	WC	1	THE OAKS ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	1	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.578927	-33.892501	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100002	99	UNKNOWN	N JOHNSON	Parow Nort	PAROW NORTH	CITY OF CAPE TOWN	UNIT 11 ME ROTHMAN STREET      PAROW NORTH                                                   7560	UNIT 11 ME ROTHMAN STREET      UNKNOWN                        UNKNOWN                        7560	99	NO	99	N/A	99	99	20201202	Fee Charging	RURAL	0	WC	Not Moved	100000724	100000724	114	9
100000727	2024	WC	1	GREEN SCHOOL SOUTH AFRICA	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	CAPE WINELANDS	8	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.862221	-33.938061	CAPE WINELANDS	STELLENBOSCH	10204009	99	UNKNOWN	AG WOOD	Stellenbos	STELLENBOSCH CENTRAL	STELLENBOSCH	35 PORTION 38 OF FARM NO 811   R45, SIMONDIUM ROAD            PAARL                          7646	35 CHURCH STREET               UNIT 14 OLD COLLEGE BUILDING   UNKNOWN                        7600	100252210	NO	99	N/A	99	99	20201113	Fee Charging	RURAL	0	WC	Not Moved	100000727	100000727	93	22
100000733	2024	WC	1	EDUBLOX DURBANVILLE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.682503	-33.842578	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100103	99	UNKNOWN	J FOSTER	Sonstraal	SONSTRAAL HEIGHTS	CITY OF CAPE TOWN	14 WAGNER WAY                  SONSTRAAL HEIGHTS                                             7550	14 WAGNER WAY                  UNKNOWN                        UNKNOWN                        7550	99	NO	99	N/A	99	99	20210325	Fee Charging	RURAL	0	WC	Not Moved	100000733	100000733	28	5
100000738	2024	WC	1	STAR SCHOOLS (PTY) (LTD)	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO CENTRAL	2	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.420578	-33.928824	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100115	99	UNKNOWN	B VEZASIE	Cape Town	CAPE TOWN CITY CENTRE	CITY OF CAPE TOWN	18 ROELAND STREET                                                                            8001	18 ROELAND STREET              UNKNOWN                        UNKNOWN                        8001	99	NO	99	N/A	99	99	20210602	Fee Charging	RURAL	0	WC	Not Moved	100000738	100000738		
100000739	2024	WC	1	SUNRIDGE CIRCLE HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	9	UNKNOWN	UNKNOWN	WCE	329258	61142	99	N/A	18.514526	-33.828565	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100113	99	UNKNOWN	MT DYANTYI	Sunridge	SUNRIDGE	CITY OF CAPE TOWN	C/O CIRCLE ROAD & GIE ROAD     SUNRIDGE                                                      7441	C/O CIRCLE ROAD & GIE ROAD     SUNRIDGE                       TABLE VIEW                     7441	723225906	NO	ABDE	Q4	99	99	20210726	Fee Charging	RURAL	802	WC	Not Moved	100000739	100000739	702	22
100000740	2024	WC	1	MFULENI TECHNICAL ACADEMY	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	6	UNKNOWN	UNKNOWN	WCE	329231	61143	99	N/A	18.686008	-34.010613	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100016	99	UNKNOWN	SG KUZE	Mfuleni SP	MFULENI	CITY OF CAPE TOWN	10 INKONJANE STREET            EXTENSION 3                    MFULENI                        7100	10 INKONJANE STREET            EXTENSION 3                    MFULENI                        7100	210232866	NO	ABDE	Q3	99	99	20210726	No Fee	RURAL	1601	WC	Not Moved	100000740	100000740	1430	37
100000763	2024	WC	1	GEORGE ROYAL ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	8	UNKNOWN	UNKNOWN	WCE	99		0	GEORGE ROYAL ACADEMY	22.455197	-33.965975	CENTRAL KAROO	GEORGE	10404019	99	UNKNOWN	C STRUWIG	George Sou	GEORGE SOUTH	GEORGE	65 MEADE STREET                                                                              6546	65 MEADE STREET                GEORGE                         UNKNOWN                        6546	99	NO	99	N/A	99	99	20211125	No Fee	RURAL	0	WC	Not Moved	100000763	100000763	58	12
100000764	2024	WC	1	FAIRDALE NO.2 HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	1	UNKNOWN	UNKNOWN	WCE	329266	61144	99	N/A	18.6723668	-33.979141	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100108	99	UNKNOWN	F QAWANA	SILVERSAND	SILVERSANDS	CITY OF CAPE TOWN	HOCKENHEIM DRIVE                                                                             7580	HOCKENHEIM DRIVE               UNKNOWN                        UNKNOWN                        7580	217530345	NO	ABDE	Q4	99	99	20220101	No Fee	RURAL	1601	WC	Not Moved	100000764	100000764	1178	33
100000766	2024	WC	1	BOTHASIG HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	8	UNKNOWN	UNKNOWN	WCE	328901	61146	99	N/A	18.546289	-33.85342	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100005	99	UNKNOWN	P SONN	Bothasig	BOTHASIG	CITY OF CAPE TOWN	ADJACENT TO PLATTEKLOOF ROAD & OLIPHANT ROAD                                                 7441	ADJ. TO PLATTEKLOOF RD &       OLIPHANT RD                    UNKNOWN                        7441	99	NO	ABDE	Q5	99	99	20220101	Fee Charging	RURAL	277	WC	Not Moved	100000766	100000766	828	24
100000767	2024	WC	1	AQUILA HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	METRO NORTH	7	UNKNOWN	UNKNOWN	WCE	329274	61145	99	N/A	18.721348	-33.783494	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100105	99	UNKNOWN	MD WILLIAMS	Cape Metro	GREENVILLE GARDEN CITY	CITY OF CAPE TOWN	LORDS WALK                     FISANTEKRAAL                                                  7550	LORDS WALK                     UNKNOWN                        UNKNOWN                        7550	99	NO	ABDE	Q1	99	99	20220101	No Fee	RURAL	1601	WC	Not Moved	100000767	100000767	563	22
100000769	2024	WC	1	KLAPMUTS HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	CAPE WINELANDS	9	UNKNOWN	UNKNOWN	WCE	331112		99	N/A	18.868806	-33.815243	CAPE WINELANDS	STELLENBOSCH	10204018	99	UNKNOWN	BN MHLOM	Stellenbos	LA ROCHELLE	KLAPMUTS	GROENFONTEIN STRAAT                                                                          7625	GROENFONTEIN STRAAT            UNKNOWN                        UNKNOWN                        7625	99	NO	ABDE	Q1	99	99	20220101	No Fee	RURAL	1601	WC	Not Moved	100000769	100000769	522	18
100000771	2024	WC	1	SEABRIDGE SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	EDEN AND CENTRAL KAR	3	UNKNOWN	UNKNOWN	WCE	99		99	N/A	22.796453	-34.011158	CENTRAL KAROO	KNYSNA	10408002	99	UNKNOWN	K EUSTON-BROWN	Sedgefield	SEDGEFIELD	SEDGEFIELD	3 UIL STREET                                                                                 6573	3 UIL STREET                   UNKNOWN                        UNKNOWN                        6573	99	NO	99	N/A	99	99	20211215	Fee Charging	RURAL	0	WC	Not Moved	100000771	100000771	56	4
100000773	2024	WC	1	NEW VREDENBURG HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	SECONDARY SUBJECTS	No	WEST COAST	3	UNKNOWN	UNKNOWN	WCE	477710	61150	99	N/A	17.983092	-32.905898	WEST COAST	SALDANHA BAY	10104008	99	UNKNOWN	WC VRAAGOM	Vredenburg	TIERKLOOF	VREDENBURG	1 HAARLEM STREET               VREDENBURG                                                    7380	1 HAARLEM STREET               UNKNOWN                        UNKNOWN                        7380	221001542	NO	ABDE	Q5	99	99	20220101	No Fee	RURAL	1601	WC	Not Moved	100000773	100000773	796	24
100000775	2024	WC	1	LONDON VILLAGE CHRISTIAN ACADEMY	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	METRO SOUTH	4	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.579136	-34.026433	CITY OF CAPE TOWN	CITY OF CAPE TOWN	19100075	99	UNKNOWN	A CARELSE	Weltevrede	MITCHELLS PLAIN CBD	CITY OF CAPE TOWN	3 BUCKINGHAM WAY               WELTEVREDEN VALLEY                                            7785	3 BUCKINGHAM WAY               WELTEVREDEN VALLEY             UNKNOWN                        7785	99	NO	99	N/A	99	99		Fee Charging	RURAL	0	WC	Not Moved	100000775	100000775	18	1
100000776	2024	WC	1	CLIFT COLLEGE INTERNATIONAL SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	UNKNOWN	No	CAPE WINELANDS	8	UNKNOWN	UNKNOWN	WCE	99		99	N/A	18.963674	-33.763526	CAPE WINELANDS	DRAKENSTEIN	10203015	99	UNKNOWN	S WILLIAMS	Southern P	SOUTHERN PAARL	PAARL	21 CONCORDIA STREET            SOUTHERN PAARL                 PAARL                          7646	21 CONCORDIA STREET            SOUTHERN PAARL                 PAARL                          7646	99	NO	99	N/A	99	99	20220202	Fee Charging	RURAL	0	WC	Not Moved	100000776	100000776	132	14
